"","poly_id","hour","count","mean_count"
"1",50485,"00",2,0.0689655172413793
"2",50502,"00",1,0.0344827586206897
"3",50515,"00",1,0.0344827586206897
"4",50523,"00",1,0.0344827586206897
"5",50541,"00",1,0.0344827586206897
"6",50590,"00",1,0.0344827586206897
"7",50647,"00",3,0.103448275862069
"8",50673,"00",2,0.0689655172413793
"9",50687,"00",4,0.137931034482759
"10",50724,"00",4,0.137931034482759
"11",50792,"00",1,0.0344827586206897
"12",50904,"00",2,0.0689655172413793
"13",50909,"00",1,0.0344827586206897
"14",51138,"00",1,0.0344827586206897
"15",51187,"00",2,0.0689655172413793
"16",51271,"00",1,0.0344827586206897
"17",51301,"00",2,0.0689655172413793
"18",51330,"00",1,0.0344827586206897
"19",51363,"00",1,0.0344827586206897
"20",50485,"01",1,0.0344827586206897
"21",50502,"01",1,0.0344827586206897
"22",50515,"01",1,0.0344827586206897
"23",50523,"01",1,0.0344827586206897
"24",50541,"01",2,0.0689655172413793
"25",50590,"01",1,0.0344827586206897
"26",50647,"01",3,0.103448275862069
"27",50673,"01",1,0.0344827586206897
"28",50687,"01",1,0.0344827586206897
"29",50724,"01",3,0.103448275862069
"30",50746,"01",1,0.0344827586206897
"31",50792,"01",4,0.137931034482759
"32",50904,"01",2,0.0689655172413793
"33",51138,"01",1,0.0344827586206897
"34",51209,"01",1,0.0344827586206897
"35",51253,"01",1,0.0344827586206897
"36",51330,"01",1,0.0344827586206897
"37",51363,"01",2,0.0689655172413793
"38",50502,"02",1,0.0344827586206897
"39",50523,"02",1,0.0344827586206897
"40",50541,"02",3,0.103448275862069
"41",50581,"02",1,0.0344827586206897
"42",50673,"02",2,0.0689655172413793
"43",50687,"02",2,0.0689655172413793
"44",50724,"02",1,0.0344827586206897
"45",50746,"02",1,0.0344827586206897
"46",50775,"02",2,0.0689655172413793
"47",50792,"02",1,0.0344827586206897
"48",50829,"02",1,0.0344827586206897
"49",50851,"02",3,0.103448275862069
"50",50891,"02",1,0.0344827586206897
"51",51209,"02",1,0.0344827586206897
"52",51295,"02",1,0.0344827586206897
"53",51330,"02",1,0.0344827586206897
"54",51363,"02",1,0.0344827586206897
"55",50485,"03",1,0.0344827586206897
"56",50502,"03",1,0.0344827586206897
"57",50515,"03",1,0.0344827586206897
"58",50523,"03",1,0.0344827586206897
"59",50541,"03",1,0.0344827586206897
"60",50673,"03",1,0.0344827586206897
"61",50724,"03",1,0.0344827586206897
"62",50746,"03",1,0.0344827586206897
"63",50792,"03",3,0.103448275862069
"64",50891,"03",1,0.0344827586206897
"65",50904,"03",1,0.0344827586206897
"66",50909,"03",1,0.0344827586206897
"67",51271,"03",1,0.0344827586206897
"68",51295,"03",2,0.0689655172413793
"69",51301,"03",1,0.0344827586206897
"70",51330,"03",1,0.0344827586206897
"71",50485,"04",1,0.0344827586206897
"72",50523,"04",1,0.0344827586206897
"73",50673,"04",1,0.0344827586206897
"74",50724,"04",1,0.0344827586206897
"75",50746,"04",2,0.0689655172413793
"76",50775,"04",2,0.0689655172413793
"77",50792,"04",2,0.0689655172413793
"78",50909,"04",2,0.0689655172413793
"79",51187,"04",1,0.0344827586206897
"80",51271,"04",1,0.0344827586206897
"81",51295,"04",1,0.0344827586206897
"82",51363,"04",1,0.0344827586206897
"83",50448,"05",1,0.0344827586206897
"84",50463,"05",1,0.0344827586206897
"85",50485,"05",2,0.0689655172413793
"86",50502,"05",1,0.0344827586206897
"87",50523,"05",1,0.0344827586206897
"88",50541,"05",1,0.0344827586206897
"89",50590,"05",1,0.0344827586206897
"90",50658,"05",1,0.0344827586206897
"91",50724,"05",1,0.0344827586206897
"92",50746,"05",3,0.103448275862069
"93",50775,"05",1,0.0344827586206897
"94",50792,"05",1,0.0344827586206897
"95",50891,"05",1,0.0344827586206897
"96",50904,"05",1,0.0344827586206897
"97",50909,"05",1,0.0344827586206897
"98",51138,"05",1,0.0344827586206897
"99",51209,"05",1,0.0344827586206897
"100",51271,"05",2,0.0689655172413793
"101",51330,"05",1,0.0344827586206897
"102",51363,"05",1,0.0344827586206897
"103",50463,"06",1,0.0344827586206897
"104",50485,"06",2,0.0689655172413793
"105",50502,"06",1,0.0344827586206897
"106",50523,"06",3,0.103448275862069
"107",50541,"06",2,0.0689655172413793
"108",50632,"06",1,0.0344827586206897
